n;preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area;cobertura
2155;257694;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;;0
1244;256000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;67;0
1336;256000;CENTRO;Apartamento;Barao de Santa Tecla De;Pelotas RS;2;0;0;56;0
2033;256000;CENTRO;Apartamento;Padre Anchieta;Pelotas RS;2;0;0;85;0
2688;256000;Zona Norte;Apartamento;Jk Parque Clube;Pelotas RS;2;1;1;66;0
3334;256000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;110;0
4977;256000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;67;0
1978;255652;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;;0
267;255000;LARANJAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;419;0
671;255000;Simoes Lopes;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;117;0
1037;255000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;1;0;69;0
1076;255000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;0;75;0
1171;255000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;83;0
1346;255000;CENTRO;Apartamento;Dr. Joao Pessoa;Pelotas RS;2;0;1;65;0
1594;255000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;92;0
1693;255000;LARANJAL;Casa;Rua Taquari;Pelotas RS;3;0;2;101;0
1916;255000;CENTRO;Apartamento;Rua Benjamin Constant;Pelotas RS;2;0;0;72;0
1919;255000;PORTO;Casa;;Pelotas RS;2;0;1;60;0
2288;255000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
2422;255000;CENTRO;Casa Comercial;Endereco Nao Informado;Pelotas RS;;0;0;161;0
2445;255000;INDETERMINADO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;339;0
2473;255000;FRAGATA;Casa;Rua Guilherme Echenique;Pelotas RS;2;0;1;135;0
3119;255000;CENTRO;Terreno Padrao;Rua Jose do Patrocinio;Pelotas RS;;0;0;;0
3239;255000;CENTRO;Apartamento;;Pelotas RS;2;0;1;70;0
3690;255000;FRAGATA;Apartamento;Rua Conego Siqueira Canabarro;Pelotas RS;3;0;0;70;0
3895;255000;CENTRO;Apartamento;Anchieta;Pelotas RS;2;0;0;;0
3953;255000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;92;0
3977;255000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
4497;255000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;68;0
4728;255000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;75;0
4868;255000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;0;75;0
4940;255000;CENTRO;Apartamento;;Pelotas RS;2;0;0;79;0
4943;255000;FRAGATA;Casa;Rua Guilherme Echenique;Pelotas RS;2;0;1;135;0
5325;255000;TRES VENDAS;Terreno Padrao;Zeferino Costa;Pelotas RS;;0;0;;0
2217;254071;CENTRO;Apartamento;;Pelotas RS;1;0;0;61;0
462;254000;CENTRO;Apartamento;Rua Dr Joao Pessoa;Pelotas RS;2;0;1;80;0
3042;251220;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;0;40;1
497;251691;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;;0
1804;251306;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;;0
4443;251306;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;;0
47;250000;CENTRO;Apartamento;;Pelotas RS;3;0;1;100;0
5;250000;FRAGATA;Casa;Rua Dr Darcy Xavier;Pelotas - Rs;3;0;2;90;0
15;250000;Santa Terezinha;Casa;Sao Paulo;Pelotas - Rs;3;1;1;175;0
19;250000;LARANJAL;Casa;Avenida Arthur Augusto Assumpcao;Pelotas - Rs;1;0;2;135;0
133;250000;CENTRO;Apartamento;;Pelotas RS;2;0;1;60;0
828;250000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;0;1;135;0
173;250000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
602;250000;PORTO;Casa;Rua Gomes Carneiro;Pelotas RS;2;0;3;130;0
659;250000;AREAL;Casa;Itatiaya Itagiba Teles;Pelotas RS;2;0;3;96;0
666;250000;TRES VENDAS;Terreno Padrao;;Pelotas RS;;0;0;;0
912;250000;CENTRO;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;71;0
863;250000;TRES VENDAS;Casa;Jose Julio da Cunha;Pelotas RS;3;0;1;110;0
888;250000;LARANJAL;Terreno Padrao;Bage;Pelotas RS;;0;0;;0
932;250000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;69;0
953;250000;CENTRO;Apartamento;Rua Prof Dr Araujo;Pelotas RS;2;0;1;70;0
1296;250000;CENTRO;Apartamento;Rua Santa Cruz;Pelotas RS;2;0;0;65;0
1042;250000;CENTRO;Casa;Rua Alvaro Chaves;Pelotas RS;2;0;0;92;0
1100;250000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;120;0
1642;250000;AREAL;Apartamento;;Pelotas RS;2;1;1;58;0
1415;250000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
1493;250000;RECANTO DE PORTUGAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;420;0
1866;250000;CENTRO;Apartamento;Almirante Barroso;Pelotas RS;2;0;0;72;0
1674;250000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;216;0
1677;250000;FRAGATA;Casa;Rua Mateus Gomes Viana;Pelotas RS;2;0;1;120;0
1695;250000;CENTRO;Casa;;Pelotas RS;4;1;0;115;0
1795;250000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;110;0
1817;250000;TRES VENDAS;Casa;Rua Sao Pedro;Pelotas RS;2;1;0;188;0
1856;250000;AREAL;Casa;Marilia Poliesti;Pelotas RS;2;0;2;100;0
1973;250000;CENTRO;Apartamento;Jose do Patrocinio;Pelotas RS;3;0;1;98;0
1876;250000;AREAL;Casa;Doutor Maximiano Pombo Cirne;Pelotas RS;4;0;2;150;0
1882;250000;AREAL;Casa;Avenida Domingos de Almeida;Pelotas RS;4;1;1;136;0
2075;250000;FRAGATA;Apartamento;Rua Manuel Lucas de Oliveira;Pelotas RS;3;0;0;67;0
1999;250000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;83;0
2043;250000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;115;0
2053;250000;LARANJAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;450;0
2085;250000;CENTRO;Apartamento;;Pelotas RS;1;0;1;38;0
2290;250000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;74;0
2106;250000;FRAGATA;Casa;Rua Joao Neves da Fontoura;Pelotas RS;3;0;1;150;0
2124;250000;LARANJAL;Casa;;Pelotas RS;2;0;3;80;0
2200;250000;Las Acacias;Terreno Padrao;;Pelotas RS;;0;0;;0
2280;250000;FRAGATA;Casa;Padre Diogo Feijo;Pelotas RS;3;0;0;60;0
2292;250000;CENTRO;Apartamento;Joao Pessoa;Pelotas RS;2;0;1;65;0
2305;250000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;3;0;1;126;0
2300;250000;TRES VENDAS;Casa;Rua Sao Geraldo;Pelotas RS;3;0;2;148;0
2476;250000;CENTRO;Apartamento;;Pelotas RS;3;1;1;120;0
2424;250000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;1;98;0
2599;250000;CENTRO;Apartamento;;Pelotas RS;3;0;1;65;0
2575;250000;AREAL;Casa;Rua Dr Victor Russomano;Pelotas RS;2;1;0;132;0
2576;250000;CENTRO;Casa;Bento Martins;Pelotas RS;2;0;0;77;0
2586;250000;Arco Iris;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;84;0
2673;250000;CENTRO;Apartamento;Rua Gal Argolo;Pelotas RS;1;0;1;46;0
2614;250000;Fatima;Casa;Avenida Olavo Afonso Alves;Pelotas RS;3;0;2;115;0
3006;250000;CENTRO;Apartamento;;Pelotas RS;1;0;1;48;0
2739;250000;PORTO;Casa;Rua Joao da Silva Silveira;Pelotas RS;3;1;1;125;0
2757;250000;LARANJAL;Casa;Rua Tres Passos;Pelotas RS;4;0;5;190;0
2787;250000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;81;0
2832;250000;TRES VENDAS;Casa;R Pedro Pelizzer;Pelotas RS;2;1;1;74;0
2882;250000;AREAL;Casa;Corredor Obelisco,Do;Pelotas RS;3;0;1;160;0
2892;250000;CENTRO;Predio Inteiro;Dom Pedro II;Pelotas RS;3;0;0;100;0
2979;250000;AREAL;Casa;;Pelotas RS;3;0;1;100;0
3079;250000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;65;0
3065;250000;TRES VENDAS;Terreno Padrao;Quatro;Pelotas RS;;0;0;250;0
3142;250000;CENTRO;Apartamento;Rua Jose do Patrocinio;Pelotas RS;2;0;1;74;0
3384;250000;CENTRO;Apartamento;Barao de Santa Tecla;Pelotas RS;2;0;0;79;0
3319;250000;TRES VENDAS;Casa;Rua Sao Paulo;Pelotas RS;3;1;1;175;0
3326;250000;AREAL;Galpao/Deposito/Armazem;Proximo Final da Linha Onibus Areal;Pelotas RS;;0;0;300;0
3383;250000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;0;0;115;0
3604;250000;CENTRO;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;4;0;1;90;0
3417;250000;LARANJAL;Casa;Rua Lavras do Sul;Pelotas RS;2;0;1;92;0
3557;250000;Barro Duro;Casa;Rua Tres Passos;Pelotas RS;4;0;2;190;0
3751;250000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;69;0
3610;250000;AREAL;Loteamento/Condominio;Lagos de Sao Goncalo;Pelotas RS;;0;0;;0
3732;250000;TRES VENDAS;Casa;;Pelotas RS;2;0;2;85;0
3805;250000;CENTRO;Apartamento;;Pelotas RS;2;0;1;72;0
3763;250000;RECANTO DE PORTUGAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;420;0
3773;250000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
3793;250000;LARANJAL;Terreno Padrao;Santo Antonio;Pelotas RS;;0;0;;0
3832;250000;CENTRO;Apartamento;;Pelotas RS;2;0;1;60;0
3872;250000;CENTRO;Apartamento;;Pelotas RS;2;0;1;120;0
3842;250000;TRES VENDAS;Casa;Rua Eng Ildefonso Simoes Lopes;Pelotas RS;2;1;1;98;0
3853;250000;LARANJAL;Casa;Rua Lavras do Sul;Pelotas RS;2;0;1;92;0
3887;250000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;100;0
3932;250000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;0;60;0
3919;250000;AREAL;Casa;Rua Thomas Antonio Gonzaga;Pelotas RS;2;0;1;96;0
4099;250000;CENTRO;Apartamento;Rua Santa Cruz;Pelotas RS;2;0;0;65;0
3976;250000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
3979;250000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;79;0
4089;250000;CENTRO;Predio Inteiro;Dom Pedro II;Pelotas RS;3;0;0;100;0
4184;250000;CENTRO;Apartamento;;Pelotas RS;2;0;1;72;0
4323;250000;CENTRO;Apartamento;Rua Gal Argolo;Pelotas RS;1;0;1;42;0
4266;250000;TRES VENDAS;Casa;Rua Sao Pedro;Pelotas RS;2;1;0;188;0
4316;250000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
4399;250000;CENTRO;Apartamento;;Pelotas RS;3;1;1;120;0
4360;250000;FRAGATA;Casa;Rua Dr Darcy Xavier;Pelotas RS;3;0;2;90;0
4683;250000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;52;0
4412;250000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;216;0
4510;250000;CENTRO;Casa;Bento Martins;Pelotas RS;2;0;0;77;0
4554;250000;CENTRO;Conjunto Comercial/Sala;Felix da Cunha;Pelotas RS;;0;0;;0
4627;250000;INDETERMINADO;Casa;Juarez Torronteguy Cassino;Pelotas RS;2;0;2;40;0
4694;250000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;0;55;0
4932;250000;CENTRO;Apartamento;Almirante Barroso;Pelotas RS;2;0;0;72;0
4812;250000;AREAL;Casa;Avenida Domingos de Almeida;Pelotas RS;4;1;1;136;0
4923;250000;PORTO;Casa;Rua Gomes Carneiro;Pelotas RS;2;0;3;130;0
1763;249100;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;68;0
5060;250000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
5066;250000;Colina Verde;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
5218;250000;INDETERMINADO;Terreno Padrao;Carlos Henrique Nogueira;Pelotas RS;;0;0;;0
5227;250000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
5349;250000;AREAL;Terreno Padrao;Lhulier Vl;Pelotas RS;;0;0;;0
5350;250000;CENTRO;Terreno Padrao;Santa Cruz;Pelotas RS;;0;0;;0
5420;250000;FRAGATA;Terreno Padrao;Rua Dr Frederico Bastos;Pelotas RS;;0;0;;0
5444;250000;Colina Verde;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
1272;249100;CENTRO;Loft;Central;Pelotas RS;1;0;0;45;0
4564;249100;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;68;0
4613;249000;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;0;41;0
46;249000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;420;0
3226;249000;FRAGATA;Casa;;Pelotas RS;4;0;5;95;0
2057;248000;CENTRO;Apartamento;Rua Tres de Maio;Pelotas RS;2;0;1;63;0
922;248337;Simoes Lopes;Casa;Av. Frederico Bastos;Pelotas RS;2;0;1;67;0
145;248000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;;0
415;248000;CENTRO;Predio Inteiro;Rua Tiradentes;Pelotas RS;;0;0;126;0
606;248000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;;0
4186;248000;CENTRO;Apartamento;Rua Tres de Maio;Pelotas RS;2;0;1;63;0
2503;248000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;;0
352;245000;CENTRO;Apartamento;Rua Alvaro Chaves;Pelotas RS;2;0;0;50;0
168;245000;TRES VENDAS;Casa;Olegario Mariano;Pelotas RS;3;1;1;60;0
809;245000;CENTRO;Apartamento;Coronel Alberto Rosa;Pelotas RS;2;0;0;75;0
751;245000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;;0
952;245000;TRES VENDAS;Apartamento;Rua Dr Bruno Chaves;Pelotas RS;2;0;1;63;0
849;245000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;112;0
1048;245000;AREAL;Apartamento;;Pelotas RS;2;0;1;54;0
1002;245000;TRES VENDAS;Casa;Vinte e Cinco de Julho;Pelotas RS;2;0;2;47;0
1024;245000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
1047;245000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;1;0
1109;245000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;76;0
1218;245000;CENTRO;Apartamento;Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;;0
1187;245000;LARANJAL;Casa;;Pelotas RS;3;1;2;72;0
1480;245000;CENTRO;Apartamento;;Pelotas RS;2;0;1;66;0
1248;245000;Cascata;Fazenda;Estrada Municipal Cascata;Pelotas RS;;0;0;450;0
1264;245000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;1;71;0
1472;245000;CENTRO;Casa;;Pelotas RS;3;0;0;80;0
2308;245000;CENTRO;Apartamento;Rua Gal Neto;Pelotas RS;2;0;1;78;0
1871;245000;AREAL;Casa de Condominio;Rua Gal Gomes Portinho;Pelotas RS;2;0;2;94;0
3129;245000;CENTRO;Apartamento;Barao de Santa Tecla;Pelotas RS;2;0;0;;0
3037;245000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;1;71;0
3659;245000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;57;0
3988;245000;CENTRO;Apartamento;Barao de Santa Tecla;Pelotas RS;2;0;0;;0
4284;245000;CENTRO;Apartamento;Coronel Alberto Rosa;Pelotas RS;2;0;0;75;0
4674;245000;AREAL;Apartamento;;Pelotas RS;2;0;1;54;0
4682;245000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;57;0
369;244000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;2;0;0;76;0
4711;245000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;120;0
4919;245000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;1;0
4152;244000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;2;0;0;76;0
575;244000;CENTRO;Casa;Tres de Maio;Pelotas RS;2;0;0;143;0
2020;244000;CENTRO;Casa;Rua Voluntarios da Patria;Pelotas RS;2;0;2;81;0
3203;244000;Fatima;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;90;0
3580;244000;AREAL;Casa;;Pelotas RS;2;0;2;100;0
3754;244000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;0;143;0
4097;243800;FRAGATA;Apartamento;Proximo Exercito;Pelotas RS;2;0;1;76;0
4197;244000;CENTRO;Casa;Rua Tres de Maio;Pelotas RS;3;0;0;201;0
2205;243800;PORTO;Casa;;Pelotas RS;3;0;0;143;0
2304;243800;AREAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;317;0
118;243000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;3;0;1;64;0
3672;243000;Zona Norte;Apartamento;Cohabpel;Pelotas RS;3;0;0;60;0
4086;243000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;3;0;1;64;0
176;242000;AREAL;Apartamento;;Pelotas RS;2;0;1;54;0
1245;241500;TRES VENDAS;Apartamento;Quatro;Pelotas RS;2;1;1;74;0
163;240000;CENTRO;Apartamento;Alvaro Chaves;Pelotas RS;2;0;1;54;0
51;240000;CENTRO;Casa;Barao da Conceicao;Pelotas RS;3;0;0;;0
96;240000;TRES VENDAS;Casa;Rua N 1;Pelotas RS;3;0;1;164;0
373;240000;CENTRO;Apartamento;;Pelotas RS;2;0;1;93;0
179;240000;CENTRO;Casa;;Pelotas RS;3;0;2;115;0
189;240000;LARANJAL;Loteamento/Condominio;Veredas Altos do Laranjal;Pelotas RS;;0;0;;0
530;240000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;177;0
532;240000;Santa Terezinha;Apartamento;Sao Manoel;Pelotas RS;2;0;1;65;0
894;240000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;65;0
548;240000;LARANJAL;Casa;;Pelotas RS;2;0;1;101;0
563;240000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;108;0
763;240000;FRAGATA;Casa;General Joao Nunes da Silva Tavares;Pelotas RS;2;0;5;72;0
854;240000;TRES VENDAS;Casa;Rua Desem Borges de Medeiros;Pelotas RS;1;0;1;58;0
1462;240000;AREAL;Apartamento;;Pelotas RS;2;0;1;63;0
951;240000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;125;0
1267;240000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;0;2;167;0
2454;240000;CENTRO;Apartamento;Marechal Deodoro;Pelotas RS;2;0;1;40;0
2318;240000;FRAGATA;Casa;Rua Alexandre Mendonca;Pelotas RS;2;0;1;110;0
3339;240000;AREAL;Apartamento;;Pelotas RS;3;0;1;90;0
2508;240000;AREAL;Terreno Padrao;Avenida Sao Francisco de Paula;Pelotas RS;;0;0;;0
2532;240000;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;1;2;74;0
2698;240000;TRES VENDAS;Casa;Rua Eng Ildefonso Simoes Lopes;Pelotas RS;2;1;0;69;0
2849;240000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;406;0
3096;240000;CENTRO;Casa;;Pelotas RS;3;0;2;156;0
3230;240000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;0;246;0
3756;240000;AREAL;Apartamento;Rua Rafael Pinto Bandeira;Pelotas RS;2;0;1;75;0
3448;240000;AREAL;Casa;;Pelotas RS;5;0;3;170;0
3486;240000;FRAGATA;Casa;Rua Allan Kardec;Pelotas RS;2;0;1;127;0
4009;240000;AREAL;Apartamento;;Pelotas RS;3;0;1;90;0
4325;240000;AREAL;Apartamento;Rua Rafael Pinto Bandeira;Pelotas RS;2;0;1;75;0
4211;240000;CENTRO;Casa;;Pelotas RS;3;0;2;156;0
4238;240000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;0;246;0
4457;240000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;70;0
5017;240000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;177;0
4480;240000;TRES VENDAS;Casa;Rua Eng Ildefonso Simoes Lopes;Pelotas RS;2;1;0;69;0
4776;240000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
4917;240000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;0;3;114;0
3063;239000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;67;0
5070;240000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
5249;240000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;339;0
5466;240000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;399;0
5506;240000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
3542;239000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;0;1;78;0
1608;238533;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;1;0;0;40;0
1279;238000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;75;1
2846;238500;CENTRO;Loft;Loft Duo Be Simple;Pelotas RS;1;0;0;44;0
3152;238500;FRAGATA;Casa;Rua Gal Joao Nunes da Silva Tavares;Pelotas RS;2;0;3;504;0
3509;238500;RECANTO DE PORTUGAL;Casa;;Pelotas RS;2;1;2;110;0
4725;238500;RECANTO DE PORTUGAL;Casa;;Pelotas RS;2;1;2;110;0
2436;238000;AREAL;Apartamento;;Pelotas RS;2;0;1;54;0
174;235000;AREAL;Apartamento;Rua Visconde de Taunay;Pelotas RS;2;0;1;58;0
2267;237000;Simoes Lopes;Casa;;Pelotas RS;2;0;1;64;0
395;235000;AREAL;Apartamento;Rua Sen Alberto Pasqualini;Pelotas RS;3;0;1;96;0
691;235000;AREAL;Apartamento;;Pelotas RS;2;0;1;55;0
805;235000;CENTRO;Apartamento;;Pelotas RS;2;0;0;70;0
865;235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;60;0
1400;235000;CENTRO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;75;0
869;235000;CENTRO;Casa;Santos Dumont;Pelotas RS;2;0;0;116;0
1167;235000;AREAL;Casa;;Pelotas RS;3;1;1;110;0
1562;235000;CENTRO;Apartamento;Avenida Ferreira Viana;Pelotas RS;1;0;0;50;0
1742;235000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;2;0;0;70;0
2549;235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;65;0
2375;235000;FRAGATA;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;0;1;80;0
2776;235000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;2;0;1;70;0
2877;235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;68;0
2895;235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;58;0
3077;235000;AREAL;Apartamento;R Elgar Carlos Hadler;Pelotas RS;3;1;0;83;0
3480;235000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;55;0
3169;235000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;105;0
3595;235000;TRES VENDAS;Apartamento;Avenida Fernando Osorio;Pelotas RS;2;0;1;71;0
3811;235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;67;0
3880;235000;AREAL;Apartamento;R Elgar Carlos Hadler;Pelotas RS;3;1;0;83;0
3992;235000;TRES VENDAS;Apartamento;Avenida Fernando Osorio;Pelotas RS;2;0;1;71;0
4042;235000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;2;0;1;70;0
4195;235000;CENTRO;Apartamento;Marechal Deodoro da Fonseca;Pelotas RS;2;0;1;70;0
4395;235000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;60;0
4680;235000;AREAL;Apartamento;;Pelotas RS;2;0;1;55;0
430;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
4715;235000;AREAL;Casa;;Pelotas RS;3;1;1;110;0
4722;235000;CENTRO;Casa;Santos Dumont;Pelotas RS;2;0;0;116;0
1426;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;48;0
1491;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
2563;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
3185;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
3146;234000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;210;0
3355;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
4340;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
4513;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
4798;234000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;48;0
989;233200;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;70;0
5580;234000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;82;0
4252;233000;CENTRO;Apartamento;Proximo Brigada Militar;Pelotas RS;1;1;1;42;0
1262;233200;CENTRO;Casa;Santos Dumont;Pelotas RS;2;0;1;;0
2829;233200;TRES VENDAS;Casa de Condominio;Endereco Nao Informado;Pelotas RS;2;0;2;65;0
318;233000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
