n;preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area;cobertura
1997;750000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;5;318;0
2024;750000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;3;171;0
2069;750000;CENTRO;Casa;;Pelotas RS;3;0;2;300;0
2332;750000;LARANJAL;Casa;;Pelotas RS;3;1;2;300;0
2373;750000;LARANJAL;Casa;;Pelotas RS;4;1;3;250;0
2738;750000;TRES VENDAS;Casa;Rua Gal Joao Antonio da Silveira;Pelotas RS;3;1;2;350;0
2746;750000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;2;4;270;0
2969;750000;CENTRO;Casa;Santa Cruz;Pelotas RS;3;1;1;400;0
3245;750000;CENTRO;Apartamento;Rua 15 de Novembro;Pelotas RS;4;2;1;151;0
3411;750000;Zona Norte;Apartamento;Dom Joaquim Ferreira de Mello;Pelotas RS;3;1;2;190;0
3456;750000;AREAL;Casa;;Pelotas RS;3;0;3;500;0
3502;750000;AREAL;Casa;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;3;246;0
3552;750000;CENTRO;Casa;Rafael Pinto Bandeira;Pelotas RS;3;1;2;260;0
3632;750000;CENTRO;Apartamento;;Pelotas RS;3;1;1;223;0
3715;750000;PORTO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;4;0;3;185;0
4096;750000;CENTRO;Casa;Proximo Banco do Brasil Av. Bento;Pelotas RS;3;0;1;300;0
4220;750000;TRES VENDAS;Casa;Rua Darci Adam;Pelotas RS;4;1;8;250;0
4287;750000;CENTRO;Casa;;Pelotas RS;3;0;2;300;0
4313;750000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;4;2;4;270;0
4322;750000;CENTRO;Apartamento;Rua 15 de Novembro;Pelotas RS;4;2;1;151;0
4423;750000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;3;370;0
4615;750000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;5;318;0
4622;750000;LARANJAL;Terreno Padrao;Jaguarao;Pelotas RS;;0;0;;0
4764;750000;LARANJAL;Casa;Proximo Supermercado Paraiso;Pelotas RS;4;2;5;280;0
4999;750000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;2;3;300;0
5074;750000;FRAGATA;Predio Inteiro;Avenida Duque de Caxias;Pelotas RS;;0;0;250;0
5323;750000;LARANJAL;Loja/Salao;Doutor Antonio Augusto de Assumpcao Junior;Pelotas RS;;0;0;215;0
5366;750000;CENTRO;Terreno Padrao;Rua Marcilio Dias;Pelotas RS;;0;0;;0
5434;750000;FRAGATA;Terreno Padrao;Duque Caxias De;Pelotas RS;;0;0;;0
5471;750000;LARANJAL;Terreno Padrao;Jaguarao;Pelotas RS;;0;0;;0
5495;750000;INDETERMINADO;Terreno Padrao;Ruabarao;Pelotas RS;;0;0;;0
304;749000;CENTRO;Casa;Carlos Henrique Nogueira;Pelotas RS;2;2;2;156;0
3019;749000;INDETERMINADO;Casa;;Pelotas RS;3;1;2;290;0
3217;747452;CENTRO;Apartamento;;Pelotas RS;3;3;1;179;0
993;745000;CENTRO;Casa;Ambrosio Pinto Ferreira;Pelotas RS;3;1;3;;0
1017;745000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;2;1;1;;0
1803;745000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;4;230;0
2058;745000;TRES VENDAS;Casa;;Pelotas RS;3;1;2;220;0
2471;745000;LARANJAL;Casa;;Pelotas RS;3;1;2;200;0
3337;745000;AREAL;Casa Comercial;Endereco Nao Informado;Pelotas RS;2;0;0;140;0
3911;745000;CENTRO;Terreno Padrao;Anchieta;Pelotas RS;;0;0;;0
4319;745000;CENTRO;Apartamento;Santa Cruz;Pelotas RS;2;1;1;;0
4357;745000;AREAL;Casa;Avenida Domingos de Almeida;Pelotas RS;5;3;2;306;0
4377;745000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
4389;745000;AREAL;Casa Comercial;Endereco Nao Informado;Pelotas RS;2;0;0;140;0
526;742000;CENTRO;Casa;;Pelotas RS;6;0;1;266;0
2013;742000;CENTRO;Casa;Andrade Neves;Pelotas RS;4;1;1;;0
2426;742000;AREAL;Casa;;Pelotas RS;3;3;0;257;0
2833;742000;LARANJAL;Casa;;Pelotas RS;3;1;2;160;0
4450;742000;AREAL;Casa;;Pelotas RS;3;3;0;257;0
693;740000;TRES VENDAS;Apartamento;Senador Carlos Barbosa;Pelotas RS;3;1;2;94;0
2399;740000;CENTRO;Apartamento;;Pelotas RS;3;2;1;400;0
2502;740000;AREAL;Casa;;Pelotas RS;3;1;3;246;0
2811;740000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;1;2;172;0
2889;740000;TRES VENDAS;Apartamento;Senador Carlos Barbosa;Pelotas RS;3;1;2;94;0
3942;740000;CENTRO;Apartamento;;Pelotas RS;3;2;1;400;0
3629;735000;INDETERMINADO;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;300;0
1096;734000;CENTRO;Casa;Rua Anchieta;Pelotas RS;4;0;4;300;0
1539;730000;TRES VENDAS;Casa;Rua Otto Pommerening;Pelotas RS;4;0;3;270;0
1949;730000;FRAGATA;Casa;Rua Alm Landim;Pelotas RS;4;1;2;38;0
2098;730000;Zona Norte;Apartamento;Goncalves Chaves;Pelotas RS;2;1;2;150;0
2357;730000;Las Acacias;Casa;Rua Simao Bolivar;Pelotas RS;3;1;2;300;0
3104;730000;LARANJAL;Casa de Condominio;Avenida Adolfo Fetter;Pelotas RS;3;1;2;150;0
3657;730000;CENTRO;Apartamento;Rua Dr Amarante;Pelotas RS;3;1;1;85;0
3877;730000;LARANJAL;Casa de Condominio;Avenida Adolfo Fetter;Pelotas RS;3;1;2;150;0
4106;730000;CENTRO;Terreno Padrao;Rua Marcilio Dias;Pelotas RS;;0;0;;0
4306;730000;FRAGATA;Casa;Rua Alm Landim;Pelotas RS;4;1;2;38;0
5190;724000;AREAL;Casa;Rua Luiz Alves Pereira;Pelotas RS;8;2;3;650;0
649;720000;CENTRO;Casa;Marcilio Dias;Pelotas RS;6;0;1;266;0
939;720000;LARANJAL;Casa;Avenida Adolfo Fetter;Pelotas RS;3;1;2;155;0
1229;720000;Zona Norte;Casa;;Pelotas RS;4;1;4;180;0
1476;720000;CENTRO;Apartamento;Doutor Miguel Barcellos;Pelotas RS;3;1;2;178;0
1509;720000;INDETERMINADO;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;220;0
2478;720000;TRES VENDAS;Casa;Rua Otto Pommerening;Pelotas RS;4;1;2;220;0
3788;720000;Zona Norte;Casa;Rua Orlando Brizolara Azevedo;Pelotas RS;3;1;2;280;0
4617;720000;TRES VENDAS;Casa;Rua Com Joaquim Dias;Pelotas RS;3;1;2;220;0
3032;713000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;2;200;0
4080;710000;CENTRO;Apartamento;Rua Cel Alberto Rosa;Pelotas RS;3;1;1;98;0
68;700000;LARANJAL;Casa;Canoas;Pelotas RS;4;2;3;256;0
257;700000;TRES VENDAS;Casa;;Pelotas RS;3;1;3;210;0
312;700000;LARANJAL;Casa;Coronel Paulo Alcides Porto Costa;Pelotas RS;3;0;3;320;0
333;700000;CENTRO;Casa;Alvaro Chaves;Pelotas RS;4;1;3;;0
612;700000;TRES VENDAS;Terreno Padrao;Proximo Escola Jardim de Allah;Pelotas RS;;0;0;;0
613;700000;TRES VENDAS;Casa;R 1;Pelotas RS;3;1;2;215;0
793;700000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;4;180;0
870;700000;CENTRO;Apartamento;Rua Barao de Azevedo Machado;Pelotas RS;4;1;2;196;0
1191;700000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;0;2;247;0
1202;700000;TRES VENDAS;Galpao/Deposito/Armazem;Proximo Renault;Pelotas RS;;0;6;215;0
1256;700000;CENTRO;Casa;;Pelotas RS;4;1;1;250;0
1347;700000;CENTRO;Terreno Padrao;Rua Barao de Santa Tecla;Pelotas RS;;0;0;1200;0
1942;700000;AREAL;Casa;;Pelotas RS;4;1;5;313;0
2228;700000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;174;0
2282;700000;CENTRO;Casa;Andrade Neves;Pelotas RS;3;0;0;216;0
2330;700000;Treptow;Apartamento;Rua Alberto Borges Soveral;Pelotas RS;3;1;2;170;0
2467;700000;AREAL;Casa;Doutor Benjamin Gastal;Pelotas RS;3;1;3;313;0
2633;700000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;316;0
3005;700000;CENTRO;Casa;;Pelotas RS;3;0;1;190;0
3125;700000;CENTRO;Apartamento;General Argolo;Pelotas RS;3;1;1;168;0
3162;700000;CENTRO;Loja/Salao;;Pelotas RS;;0;0;193;0
3260;700000;CENTRO;Casa;;Pelotas RS;3;1;0;616;0
3308;700000;CENTRO;Casa;Dom Pedro II;Pelotas RS;5;0;0;;0
3446;700000;CENTRO;Casa;;Pelotas RS;4;1;3;540;0
3615;700000;FRAGATA;Predio Inteiro;Rua Alm Landim;Pelotas RS;;0;0;260;0
3650;700000;LARANJAL;Casa;Avenida Jose Maria da Fontoura;Pelotas RS;3;2;0;180;0
3738;700000;CENTRO;Casa;;Pelotas RS;3;1;1;220;0
3863;700000;CENTRO;Casa;Alvaro Chaves;Pelotas RS;4;1;3;;0
3945;700000;CENTRO;Casa;Rua Anchieta;Pelotas RS;3;0;1;218;0
4025;700000;CENTRO;Casa;;Pelotas RS;4;1;1;250;0
4110;700000;TRES VENDAS;Terreno Padrao;Proximo Escola Jardim de Allah;Pelotas RS;;0;0;;0
4154;700000;TRES VENDAS;Galpao/Deposito/Armazem;Proximo Renault;Pelotas RS;;0;6;215;0
4308;700000;CENTRO;Casa;;Pelotas RS;4;1;3;540;0
4362;700000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;174;0
4607;700000;AREAL;Casa;Doutor Benjamin Gastal;Pelotas RS;3;1;3;313;0
5165;700000;CENTRO;Conjunto Comercial/Sala;Andrade Neves;Pelotas RS;;0;0;;0
5251;700000;Sitio Floresta;Terreno Padrao;Rua Clovis Gularte Candiota;Pelotas RS;;0;0;;0
2711;692000;CENTRO;Predio Inteiro;Dom Pedro II;Pelotas RS;;0;0;282;0
652;690000;CENTRO;Casa;Rua Gal Osorio;Pelotas RS;5;0;1;247;0
747;690000;TRES VENDAS;Casa;;Pelotas RS;3;1;6;268;0
819;690000;AREAL;Casa;;Pelotas RS;4;1;3;221;0
846;690000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;3;2;500;0
1136;690000;AREAL;Casa;Domingos Jose de Almeida;Pelotas RS;3;1;3;225;0
1255;690000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;110;0
1386;690000;Zona Norte;Apartamento;Proximo Dom Joaquim;Pelotas RS;3;1;1;124;0
1739;690000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;250;0
1875;690000;RECANTO DE PORTUGAL;Casa;Rua Cidade de Santarem;Pelotas RS;4;3;2;220;0
2248;690000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;4;1;2;250;0
2302;690000;FRAGATA;Casa;Avenida Imperador Dom Pedro I;Pelotas RS;3;0;8;171;0
2886;690000;AREAL;Casa;Domingos Jose de Almeida;Pelotas RS;3;1;2;221;0
3018;690000;Parque Tenis;Casa;;Pelotas RS;4;2;2;400;0
3380;690000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;171;0
3432;690000;CENTRO;Loja/Salao;Lobo da Costa;Pelotas RS;;0;0;180;0
3585;690000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;184;0
3765;690000;LARANJAL;Casa;;Pelotas RS;4;1;4;275;0
3969;690000;CENTRO;Apartamento;;Pelotas RS;3;2;1;360;1
4055;690000;AREAL;Casa;Domingos Jose de Almeida;Pelotas RS;3;1;2;221;0
4235;690000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;1;0;184;0
4373;690000;CENTRO;Loja/Salao;Lobo da Costa;Pelotas RS;;0;0;180;0
4468;690000;TRES VENDAS;Casa;;Pelotas RS;3;1;6;268;0
4918;690000;FRAGATA;Casa;Avenida Imperador Dom Pedro I;Pelotas RS;3;0;8;171;0
4994;690000;RECANTO DE PORTUGAL;Casa;Rua Cidade de Santarem;Pelotas RS;4;3;2;220;0
5304;690000;LARANJAL;Casa;Triunfo;Pelotas RS;3;1;2;250;0
1713;689000;AREAL;Casa;;Pelotas RS;3;1;3;697;0
2260;689000;LARANJAL;Casa;;Pelotas RS;3;1;2;200;0
2959;689000;AREAL;Predio Inteiro;;Pelotas RS;;0;5;256;0
4138;689000;AREAL;Predio Inteiro;;Pelotas RS;;0;5;256;0
4351;689000;AREAL;Casa;;Pelotas RS;3;1;3;697;0
3644;685000;Zona Norte;Terreno Padrao;Proximo Loteamento Imigrantes;Pelotas RS;;0;0;;0
129;680000;AREAL;Casa de Condominio;Avenida Sao Francisco de Paula;Pelotas RS;3;1;3;147;0
214;680000;CENTRO;Casa Comercial;Rua Mal Deodoro;Pelotas RS;;0;0;101;0
362;680000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;1;136;0
403;680000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;2;177;0
407;680000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;2;4;290;0
471;680000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;6;2;1;160;0
645;680000;CENTRO;Predio Inteiro;Marechal Deodoro da Fonseca;Pelotas RS;;0;0;260;0
684;680000;AREAL;Casa;Rua Visconde de Abaete;Pelotas RS;4;0;2;125;0
862;680000;AREAL;Galpao/Deposito/Armazem;;Pelotas RS;;0;0;242;0
898;680000;CENTRO;Casa;Rua Alm Barroso;Pelotas RS;2;1;1;78;0
1211;680000;AREAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;0;207;0
1665;680000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;6;1;3;231;0
1675;680000;AREAL;Casa Comercial;Proximo Loja Krause;Pelotas RS;;0;3;227;0
2369;680000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;5;1;0;380;1
2510;680000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;250;0
2952;680000;Zona Norte;Casa;Rua Luis de Camoes;Pelotas RS;3;1;0;220;0
3097;680000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;0;2;280;0
3388;680000;CENTRO;Apartamento;;Pelotas RS;3;1;2;160;0
3546;680000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;266;0
3574;680000;AREAL;Casa;Major Aldrovando Leao;Pelotas RS;4;0;6;240;0
4130;680000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;250;0
4292;680000;CENTRO;Casa Comercial;Rua Mal Deodoro;Pelotas RS;;0;0;101;0
4465;680000;Zona Norte;Casa;Rua Luis de Camoes;Pelotas RS;3;1;0;220;0
4565;680000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;0;2;280;0
4998;680000;CENTRO;Casa;Rua Alm Barroso;Pelotas RS;2;1;1;78;0
5027;680000;CENTRO;Casa;Rua Goncalves Chaves;Pelotas RS;6;2;1;160;0
5039;680000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;148;0
5045;680000;AREAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;0;207;0
5450;680000;FRAGATA;Terreno Padrao;Duque Caxias De;Pelotas RS;;0;0;;0
547;670000;FRAGATA;Casa;;Pelotas RS;4;0;2;240;0
2244;670000;CENTRO;Casa;Rua Santa Cruz;Pelotas RS;3;1;1;214;0
2342;670000;AREAL;Casa;;Pelotas RS;3;1;2;230;0
515;666749;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;97;0
120;660000;CENTRO;Apartamento;Sete de Setembro;Pelotas RS;3;1;1;;0
364;660000;CENTRO;Terreno Padrao;Rua Gomes Carneiro;Pelotas RS;;0;0;504;0
1627;660000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;112;0
2795;660000;CENTRO;Apartamento;Rua 7 de Setembro;Pelotas RS;3;0;1;200;0
4502;660000;CENTRO;Apartamento;Rua 7 de Setembro;Pelotas RS;3;0;1;200;0
625;655000;CENTRO;Apartamento;;Pelotas RS;3;1;2;190;0
1514;655000;CENTRO;Apartamento;;Pelotas RS;3;1;2;110;0
2134;655000;CENTRO;Apartamento;;Pelotas RS;3;1;2;110;0
4720;655000;CENTRO;Apartamento;;Pelotas RS;3;1;2;110;0
392;650000;LARANJAL;Predio Inteiro;Avenida Rio Grande do Sul;Pelotas RS;;0;0;160;0
466;650000;CENTRO;Apartamento;;Pelotas RS;5;1;0;580;1
529;650000;FRAGATA;Casa;;Pelotas RS;4;1;4;750;0
580;650000;FRAGATA;Predio Inteiro;Avenida Imperador Dom Pedro I;Pelotas RS;3;0;2;200;0
590;650000;CENTRO;Casa;Rua Barao de Santa Tecla;Pelotas RS;5;0;1;300;0
832;650000;CENTRO;Casa;;Pelotas RS;3;0;1;207;0
855;650000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;;0
1135;650000;CENTRO;Apartamento;Rua Santos Dumont;Pelotas RS;3;1;1;117;0
1496;650000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;0;2;240;0
1602;650000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;3;0;6;450;0
1625;650000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;150;0
1735;650000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;2;169;0
1846;650000;CENTRO;Casa;Rua Tiradentes;Pelotas RS;4;2;2;300;0
1971;650000;LARANJAL;Casa;Novo Hamburgo;Pelotas RS;3;2;3;200;0
2048;650000;LARANJAL;Casa;Avenida Rio Grande do Sul;Pelotas RS;3;1;2;300;0
2494;650000;CENTRO;Casa;Domingos de Almeida;Pelotas RS;3;0;1;;0
2922;650000;CENTRO;Apartamento;Andrade Neves;Pelotas RS;4;1;3;;0
3007;650000;LARANJAL;Casa;Marau;Pelotas RS;4;0;2;300;0
3179;650000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;5;1;2;313;0
3346;650000;FRAGATA;Casa;Rua Octavio Peixoto;Pelotas RS;4;1;2;183;0
3708;650000;CENTRO;Sitio;Santa Rita de Cassia;Pelotas RS;3;0;2;20000;0
3915;650000;CENTRO;Casa;Rua Gal Teles;Pelotas RS;4;1;1;169;0
3934;650000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
4024;650000;AREAL;Casa;Rua Mal Mascarenhas de Moraes;Pelotas RS;3;1;3;220;0
4336;650000;LARANJAL;Predio Inteiro;Avenida Rio Grande do Sul;Pelotas RS;;0;0;160;0
4453;650000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
4578;650000;CENTRO;Casa;Rua Barao de Santa Tecla;Pelotas RS;5;0;1;300;0
4742;650000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;0;2;240;0
4795;650000;FRAGATA;Casa;Rua Octavio Peixoto;Pelotas RS;4;1;2;183;0
5148;650000;CENTRO;Terreno Padrao;Rua Gomes Carneiro;Pelotas RS;;0;0;;0
5339;650000;FRAGATA;Terreno Padrao;Pinheiro Machado;Pelotas RS;;0;0;;0
5459;650000;AREAL;Casa;Domingos Jose de Almeida;Pelotas RS;3;1;3;220;0
180;640000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;1;1;169;0
1051;640000;CENTRO;Loja/Salao;;Pelotas RS;;0;0;141;0
1348;640000;LARANJAL;Casa;Porto Alegre;Pelotas RS;4;1;3;241;0
1424;640000;AREAL;Casa;;Pelotas RS;4;2;8;300;0
1492;640000;TRES VENDAS;Casa;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;140;0
2851;640000;FRAGATA;Casa;;Pelotas RS;3;0;1;188;0
2867;640000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;4;0;6;177;0
2884;640000;CENTRO;Loja/Salao;General Neto;Pelotas RS;;0;0;;0
3943;640000;AREAL;Casa;;Pelotas RS;4;2;8;300;0
3952;640000;Las Acacias;Casa;;Pelotas RS;3;3;2;203;0
4446;640000;TRES VENDAS;Casa;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;140;0
5108;640000;CENTRO;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;570;0
5362;640000;LARANJAL;Terreno Padrao;Avenida Dr Antonio Augusto de Assumpcao;Pelotas RS;;0;0;;0
5480;640000;CENTRO;Loja/Salao;Endereco Nao Informado;Pelotas RS;;0;0;141;0
1557;639000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;160;0
1578;639000;CENTRO;Casa Comercial;Rua Dom Pedro II;Pelotas RS;;0;0;;0
603;638310;CENTRO;Casa;Almirante Barroso;Pelotas RS;1;1;1;;0
222;636000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;0;0;202;0
724;636000;AREAL;Casa;;Pelotas RS;4;2;3;300;0
1609;636000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;1;2;230;0
1719;636000;CENTRO;Apartamento;;Pelotas RS;3;1;1;195;0
1991;636000;AREAL;Casa;Avenida Sao Francisco de Paula;Pelotas RS;4;1;2;190;0
2089;636000;CENTRO;Apartamento;General Osorio;Pelotas RS;3;1;3;;0
2231;636000;CENTRO;Terreno Padrao;Alvaro Chaves;Pelotas RS;;0;0;;0
2775;636000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;7;246;0
3145;636000;CENTRO;Apartamento;;Pelotas RS;3;1;3;260;0
3589;636000;AREAL;Casa;Rua Barao de Itamaraca;Pelotas RS;4;2;2;300;0
3913;636000;CENTRO;Apartamento;;Pelotas RS;3;1;1;130;0
4098;636000;AREAL;Casa;;Pelotas RS;4;2;3;300;0
4752;636000;CENTRO;Apartamento;;Pelotas RS;3;1;1;130;0
4993;636000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;7;246;0
5067;636000;AREAL;Terreno Padrao;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;;0;0;;0
5173;636000;AREAL;Terreno Padrao;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;;0;0;;0
844;635000;CENTRO;Casa;;Pelotas RS;3;1;1;616;0
2136;635000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;2;123;0
3035;635000;FRAGATA;Casa;;Pelotas RS;4;0;4;250;0
3094;635000;AREAL;Casa;;Pelotas RS;3;2;2;183;0
3116;635000;LARANJAL;Casa;;Pelotas RS;3;1;0;170;0
3216;635000;CENTRO;Terreno Padrao;Rua Jose do Patrocinio;Pelotas RS;;0;0;;0
4120;635000;LARANJAL;Casa;;Pelotas RS;3;1;0;170;0
4506;635000;CENTRO;Casa;;Pelotas RS;3;1;1;616;0
1028;630000;CENTRO;Apartamento;Anchieta;Pelotas RS;4;2;1;154;0
2118;630000;CENTRO;Apartamento;Rua Voluntarios da Patria;Pelotas RS;3;0;1;97;0
2808;630000;AREAL;Casa;;Pelotas RS;3;1;2;200;0
3093;630000;CENTRO;Apartamento;;Pelotas RS;3;1;2;130;0
3210;630000;Vila Mariana;Casa;Rio Grande do Sul;Pelotas RS;2;1;2;180;0
3560;630000;CENTRO;Casa;Felix da Cunha;Pelotas RS;3;0;4;;0
3798;630000;CENTRO;Apartamento;;Pelotas RS;3;1;1;114;0
1246;625000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;115;0
2222;625000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;3;1;1;106;0
320;620000;Las Acacias;Casa;;Pelotas RS;3;1;2;202;0
514;620000;TRES VENDAS;Apartamento;Dom Joaquim Ferreira de Mello;Pelotas RS;3;1;1;95;0
765;620000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;2;2;210;1
908;620000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;1;1;115;0
1435;620000;CENTRO;Apartamento;Rua Gal Osorio;Pelotas RS;3;1;1;170;0
1832;620000;TRES VENDAS;Apartamento;Avenida Dom Joaquim;Pelotas RS;3;1;1;115;0
2475;620000;CENTRO;Apartamento;;Pelotas RS;3;2;4;200;1
2573;620000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;95;0
2671;620000;Zona Norte;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;3;2;4;200;0
2699;620000;LARANJAL;Casa;Guaiba;Pelotas RS;3;1;3;237;0
3090;620000;Zona Norte;Apartamento;Dom Joaquim Ferreira de Mello;Pelotas RS;3;1;1;120;0
3531;620000;RECANTO DE PORTUGAL;Casa;Cidade de Aveiro;Pelotas RS;3;1;2;343;0
3647;620000;CENTRO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;2;4;180;1
3845;620000;Zona Norte;Apartamento;Presidente Juscelino Kubitschek de Oliveira;Pelotas RS;3;2;4;200;0
4082;620000;CENTRO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;3;2;4;180;1
4147;620000;CENTRO;Apartamento;Rua Gal Osorio;Pelotas RS;3;1;1;170;0
4608;620000;TRES VENDAS;Apartamento;Avenida Dom Joaquim;Pelotas RS;3;1;1;115;0
4620;620000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;95;0
4884;620000;TRES VENDAS;Apartamento;Dom Joaquim Ferreira de Mello;Pelotas RS;3;1;1;95;0
4971;620000;LARANJAL;Casa;Guaiba;Pelotas RS;3;1;3;237;0
1844;615000;CENTRO;Apartamento;Proximo Circulo Operario;Pelotas RS;3;1;1;170;0
3330;615000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;176;0
2402;614717;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
2963;614717;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
3393;614717;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
4856;614717;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
460;610000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;72;0
820;610000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;1;135;1
4259;610000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;72;0
2229;607974;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;79;0
3655;605000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;1;1;138;0
3;600000;CENTRO;Conjunto Comercial/Sala;Rua 7 de Setembro;Pelotas - Rs;;0;0;100;0
555;600000;CENTRO;Casa;;Pelotas RS;3;0;1;115;0
710;600000;CENTRO;Apartamento;;Pelotas RS;3;1;1;187;0
875;600000;CENTRO;Apartamento;;Pelotas RS;4;2;2;270;0
885;600000;CENTRO;Conjunto Comercial/Sala;Endereco Nao Informado;Pelotas RS;;0;0;180;0
1003;600000;CENTRO;Casa;General Telles;Pelotas RS;4;1;1;170;0
1177;600000;AREAL;Casa;;Pelotas RS;3;1;2;248;0
1409;600000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;279;1
